,Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,min_salary,max_salary,avg_salary,company_txt,no_state,state,location_same_hq,company_age,has_python,has_R,has_spark,has_aws,has_excel,has_ML,simple_title,seniority,desc_len,competitors_cnt
574,"Jacobs
3.6","Fluor, Bechtel, AECOM",1947,"Dallas, TX",Architectural & Engineering Services,"*Data Scientist** **Description** Be part of an exciting team dedicated to keeping America safe at home and abroad\. Jacobs has an immediate need for a Data Scientist to support our customer's mission researching new and innovative ways to detect botnets, as well as methods to automatically discover and classify devices and infrastructure in botnet infected networks using large quantities of cyber security data\. **Responsibilities:** + Working with a variety of both structured and unstructured data sources\. + Producing novel and innovative research into anomaly detection, classification, discovery, and pattern\-of\-life from large cyber security data sets\. + Working with developers to scale prototyped machine learning applications in distributed computing platforms such as Spark\. + Communicating findings to a non\-technical audience of decision makers\. + Collaborating with an interdisciplinary team of data scientists, software engineers, dev ops engineers, and subject matter experts\. \#dcmetroli **Qualifications** + Bachelor'sDegree in a quantitative field \(e\.g\., statistics, operations research, computer science, mathematics, physics, computational chemistry/biology, engineering, quantitative social sciences\) and five \(5\) to seven \(7\) years of experience or Master's Degree with three \(3\) to five \(5\) years of experience\. + Programming experience in Python, Scala, Java or R \- Proficiency with query languages \(SQL\)\. + Proven expertise in identifying supervised and unsupervised machine learning algorithms to apply to new types of data with actionable results\. + Ability to produce fundamental research results and objectives with minimal technical supervision\. **Preferred Qualifications:** + Experience creating proof\-of\-concept visualizations to convey results to non\-technical audiences \(e\.g\., Tableau, D3, Matplotlib, R GGplot\)\. + Experience with distributed computing \(e\.g\., Map\-Reduce, Spark, and other technologies in the Hadoop ecosystem\)\. + Experience applying machine learning algorithms to large \(TB/PB scale\) data sets\. + Experience with deep learning architectures and frameworks \(e\.g\., Caffe, TensorFlow, Keras\)\. **Clearance:** Position requires a Top Secret security clearance, based on current background investigation \(SBI\), as well as the favorable completion of polygraph\. Clearance and polygraph processing will be completed by the U\.S\. Government\. **Recruiting Point of Contact:** john\.Schumacher\.ctr@jacobs\.com Jacobs is an Equal Opportunity/Affirmative Action Employer\. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law\. Learn more about your rights under Federal EEO laws and supplemental language \. **Job** Administration **Primary Location** United States\-Virginia\-Herndon\-20358\-VA14 **Job Type** Standard**Req ID:** ATE0006JX",Data Scientist,"Herndon, VA",3.6,£5 to £10 billion (GBP),$58K-$101K (Glassdoor Est.),Business Services,10000+ employees,Company - Public,58,101,79.5,Jacobs,0,VA,0,73,1,0,1,1,0,1,data scientist,na,3023,3
575,"Skill On Tap
5.0",-1,-1,"Bothell, WA",-1,"Candidates with hands on 8+ yrs experiece in Gensim , NLP, NLU, NLTK , LDA ,Text Blob, Tokenization, Lemmatization, Stop Words, sentiment analysis, Bag of Words, n-grams, Parts-of-speech (POS) Tagging will be preferred. The Data Scientist will lead the strategy, planning and development of models for Customer, Market and Industry Insights to take customer insights to the next level. We are looking for a highly motivated and passionate data scientist with strong analytical skills, business experience, relentless curiosity, and a motivation to improve the customer experience As an expert in data science, you will formulate approaches to solve challenging problems using well-defined algorithms and data sources in context of customer, stakeholder and business needs. You will use data exploration techniques to discover new questions or opportunities. You will also interpret the results of the analysis and new insights that influence experience improvements. You will contribute to research, identification, prototyping, and productizing of MLAI techniques and algorithms that result in specific action plans. You will also engage in the review process and act on feedback while learning innovative methods, algorithms, and tools to increase the applicability of your results. Responsibilities Evaluate existing AI ML models, techniques and methodologies in production today to determine alignment with current business objectives Proactively look for opportunities to challenge, elevate and evolve the current thinking and approaches to enable continuous improvement in our models and methodologies that brings us closer to understanding the customer experience Contribute as a data science subject matter expert to the development of business and technical proposals outlining continuous improvement opportunities, inclusive of the how and impact. Deeply understand existing ML models in production today by first acquiring an understanding of the business problem statement the models address then diving deeply into the applied logic and code. Serve as the subject matter expert across CSS and beyond when it comes to the application of AI and ML to foster and support and customer centric culture, engaging with peer data scientists to share, collaborate and grow impact Identify new use cases for existing ML models production today to grow our share of customer voice by pulling in additional sources that grow our understanding of the holistic customer experience. Develop net new models leveraging latest technologies to address new and emerging customer listening scenarios Linked In, Gig, Employee, Advocate Partner with peer data science leads and teams across Microsoft both with peer CSS business units and extending beyond to Microsoft Engineering teams on joint development opportunities. Consistently discover customer listening capabilities with applied AI, ML across the organization to identify opportunities to leverage and contribute to propel our collective work forward Identify opportunities to leverage existing and new customer AI, ML derived capabilities to define or contribute to predictive customer experience initiatives Serve as technical lead directly representing CMII, working in close collaboration with our managed service provider to contribute, influence and lead data science strategy and approached applied to customer experience. Partner closely with Voice of Customer Technical Strategy Lead to deeply contribute to and influence technical capabilities applied to Voice of Customer road map for Microsoft. Maintain active involvement in data science community across Microsoft as well as within the industry to both influence and benefit from collective mindshare and thought leadership. Basis Qualifications 3-5+ years of hands-on experience in in data science, applied statistics, machine learning, data mining, statistical modeling tools and underlying algorithms 3-5+ years of hands-on experience building production grade machine learning enabled solutions end to end. 3-5+ years of experience in statistical modeling methods, time series, text mining, optimization, information retrieval 3-5+ years hands-on experience using R, Python or and other languages appropriate for large scale analysis of numerical and textual data 3-5+ years Hands-on experience using SQL and data mining Advanced knowledge of neural networks, LDA, SVM and clustering algorithms Experience with experiments, machine learning, deep learning, anomaly detection, predictive analysis, exploratory data analysis, and other areas of data science Experience using large data systems Advanced data visualization experience Experience in business, program andor strategy planning Preferred Skills Qualifications Strong analytical skills that enable interpretation of various, complex, data sources to identify and recommend appropriate modeling techniques based on the business scenario Strong interpersonal relationship skills that translate across teams and organizational boundaries Experience in managing multiple complex, multifaceted projectsassignments in parallel Ability to frame complicated questions and translate complex data sets into actionable insights Ability to distill complex findings, at the right altitude, in a simple manner Strong oral and written communication, and presentation skills Enjoy discovering and solving problems proactively seeking clarification of stakeholder requirements and direction",Data Scientist,"Redmond, WA",5.0,Unknown / Non-Applicable,$58K-$101K (Glassdoor Est.),-1,1 to 50 employees,Company - Private,58,101,79.5,Skill On Tap,0,WA,0,-1,1,0,0,0,0,1,data scientist,na,5450,0
576,"Amsted Rail
3.2",-1,-1,"Chicago, IL",Rail Freight,"We have an exciting opportunity for a Seals Product Development Engineer, at Amsted Seals and Forming. Born out of innovation within Amsted Rail, the Amsted's Seals and Forming business was created to maximize and scale the disruptive spin-forming technology across high-impact applications within Amsted Industries and with external customers. Through direct sales and partnership programs, this business will continue to expand its service offering into new industry applications. Combined with the expertise and design foundation of Amsted's long-standing seal businesses, it creates a rare combination of value and performance. As part of this new business, headquartered in Petersburg, Virginia, you will be an important partner in shaping the businesses continued growth and development.

Position Summary:

As a Seals Product Development Engineer, you will be primarily responsible for engineering product design and development of seal products to meet customer needs from conception to realization. A successful candidate will assist in growing the company by generating marketable-engineered products and becoming a part of a global seal center of excellence across all Amsted Seals and Forming facilities including Petersburg (VA), Vancouver (WA), and Ningbo (China).

What you will do:

Act as a driver of innovation within the Seals and Forming engineering teams.
Establish and enforce good engineering practices for change management, documentation, new product introduction, product design, project management and continuous improvement
Work with customer product development teams to establish and meet requirements with finished product designs
Create and utilize design criteria and process capabilities for seal products
Support plant quality assurance efforts for operations, joint venture partners, and purchased components
Provide engineering support to joint venture partners when assigned
Patent innovations in the seal products as they are created
Create technical drawings and documentation for Seals and Forming business
Run or participate in DFMEAs as required to deliver products for Seals and Forming customers
Present compiled testing and product results to customers as part of the approval process when assigned
Work with Research and Test Center to execute testing required for the development or approval of new products
Compile capital project requests for NPI or other product related expenses
Develop and maintain process expertise for FEA, CAD, and design methodology including the attendance of training and conferences on an as needed basis
In conjunction with supply chain, interact with vendors to determine appropriate specification and arrange for the evaluation, purchase and acceptance of equipment, materials or services

What we are looking for:

Bachelor's Degree in Engineering from an accredited university required
Minimum of 5 years in Seal Design & Manufacturing
Proven track record of accomplishments and experiences
Willingness to travel, up to 25% of the time, as needed

Additional Preferences:

Must possess high energy and be highly adaptable to work in a nimble, innovative, and fast pace environment that supports a culture of continuous learning and development
Must have ability to exercise independent judgement and creativity in problem solving

Must be very approachable and able to develop strong professional relationships and foster involvement at all levels of organization including the customer
Must be a self-starter, effectively working alone or as a member of a team
Requires the ability to communicate effectively with and persuade employees
Must have high attention to detail
Strong understanding of FEA modeling and empirical testing methods for product validation

Equal Opportunity Employer - Minorities/Women/Veterans/Disabled/LGBT

About Seals and Forming

We are a privately held, 100% employee-owned company! As an Amsted Seals and Forming employee, you are an owner. Our commitment to employee's professional satisfaction includes creating space and opportunities to be creative and be an integral part of our innovation journey; for employee's personal fulfillment, we invest in everyone's growth and development while ensuring a work environment that values them as an individual, with their unique set of strengths and beliefs.

Amsted Seals and Forming is an industry leader that can offer more than a chance to succeed. Through our competitive wages, outstanding benefits, and internal development and advancement opportunities, you will have the chance to create a career of which you can be proud, whether inside Amsted Seals and Forming or within one of our other five businesses within Amsted Industries.

Benefits include being an employee-owner participating in our ESOP program and benefiting from an additional full range of benefits including medical, dental, vision and 401(k) with employer matching.

To learn more about us, please visit us online at www.amstedseals.com.",Data Scientist,"Granite City, IL",3.2,£500 million to £1 billion (GBP),$58K-$101K (Glassdoor Est.),Transportation & Logistics,1001 to 5000 employees,Company - Private,58,101,79.5,Amsted Rail,0,IL,0,-1,0,0,0,0,1,0,data scientist,na,5076,0
577,EApps Tech LLC,-1,-1,-1,-1,"Job Description
Portland

Roles & Responsibilities

Data Collection

Participates/assists in identifying what data is available and relevant, including internal and external data sources; supports data collection, integration and retention requirements based on the input received; ensures information used follows PGE compliance, access management and control policies and meets PGE qualification and assurance requirements.

Collaborate with Stakeholders

Works with business stakeholders to identify the business requirements and expected outcomes. With business stakeholder support, models and frames meaningful and impactful business scenarios for critical business processes and/or decisions.

Data Collection & Data Quality

Working with and alongside business analysts, information architect, and data architect, identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as smart meters and geo-location information or social media. Work with Data Engineers to support data collection, integration and retention requirements based on the input received. The cost of getting the data will impact on what sources should be considered, either because the data needs to be purchased from a third party or because of the complexity of the source. Develop cost-benefit models to justify the data purchase/collation.Work with the data steward to ensure that the information used follows the compliance, access management and control policies of the organization and that it meets the qualification and assurance requirements of the business. Data stewards and data scientists will need to define the data quality expectation in the context of the specific use case. Share data quality findings with data stewards/partner with data stewards on data quality definition and standards.

Analyze Data

Develops data and analytics products to improve how business is conducted and increases throughput through operational efficiencies. Employs appropriate algorithms to discover patterns; uses statistical and data mining packages and dedicated frameworks. Shares data quality findings with data stewards and partners with data stewards on data quality definition and standards; includes experimental design approaches to validate findings by comparing appropriate samples. Develops approaches for validation. Suggest ongoing improvements to methods and algorithms that lead to findings, including new information. Timely delivery of analysis. Due to the experimental approach to the problem, data scientists are at risk of over analyzing. Being able to define a """"good enough"""" result is critical.

Educate

Educates the Data Strategy & Operations Management organization on new approaches, such as testing hypotheses and statistical validation of results. Follows best practices and guidelines, and approved modeling techniques for data science initiatives. Suggest improvements to the standards as necessary. Establish and track metrics to measure the value of data science initiatives.

Education/Experience/Certifications

Education Requires a bachelor's degree in computer science, electrical engineering, economics or other related field or equivalent experience. MSc or PhD in mathematics, statistics or computer science or related field, such as physics, economics or operations research preferred.

Preferred Qualifications

Willing to consider candidates outside of Portland - Remote work",Data Scientist,"Happy Valley, OR",-1.0,-1,$58K-$101K (Glassdoor Est.),-1,-1,-1,58,101,79.5,EApps Tech LLC,0,OR,0,-1,0,0,0,0,0,0,data scientist,na,3536,0
578,"BizTek People, Inc.
4.6",-1,2010,"Portland, OR",Consulting,"Job Description
Candidate will work on multiple projects (not a single one). We need this person to be focused on achieving outcomes, must have production implementation experience – must know how to engineer an ML solution, must be able to manage time, must possess good presentation skills.

Key Responsibilities:
Data Collection
Participates/assists in identifying what data is available and relevant, including internal and external data sources; supports data collection, integration and retention requirements based on the input received; ensures information used follows company compliance, access management and control policies and meets company qualification and assurance requirements.
Collaborate with Stakeholders
Works with business stakeholders to identify the business requirements and expected outcomes. With business stakeholder support, models and frames meaningful and impactful business scenarios for critical business processes and/or decisions.
Data Collection & Data Quality
Working with and alongside business analysts, information architect, and data architect, identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as smart meters and geo-location information or social media. Work with Data Engineers to support data collection, integration and retention requirements based on the input received. The cost of getting the data will impact on what sources should be considered, either because the data needs to be purchased from a third party or because of the complexity of the source. Develop cost-benefit models to justify the data purchase/collation.

Requirements
Required:
• Programming knowledge: R & Python (statistical programming)
• Platform: AWS
• ML engineer
• Proficient in data mining & wrangling

min # of Years of Experience: 3+",Data Scientist,"Portland, OR",4.6,£5 to £10 million (GBP),$58K-$101K (Glassdoor Est.),Business Services,51 to 200 employees,Company - Private,58,101,79.5,"BizTek People, Inc.",0,OR,1,10,1,0,0,1,0,0,data scientist,na,1890,0
579,"Enterprise Solutions Inc
3.8",-1,2000,"Naperville, IL",Staffing & Outsourcing,"Job Description
Experience building data models and optimizing complex SQL queries
Data Management, Data Engineering & BI Reporting
Data extraction, transformation and Processing on Big Data platform; Pipeline development in Big Data platform
Azure Databricks, Spark and experience with big data technologies
Work with stakeholder teams to assist with data-related technical issues and support their data infrastructure needs
Develop automated pipeline using BI Tools; Develop & deployment BI Objects
Prepare data for analysis/reporting consumption using Power BI and Power BI Report Development
Development of BI Dashboard using Power BI
'Working knowledge on traditional statistical model building (Regression, Classification, Time series, Segmentation etc.), Machine learning (Random forest, Boosting, SVM, KNN etc).
Basic knowledge of deep learning techniques (like CNN, RNN, LSTM, Transfer learning) and NLP techniques (like Stemming, Lemmatization, Named entity extraction, LDA, Latent semantic analysis etc)
Understanding of Azure ML Service and able to implement models to production
Experience with GitHub, DevOps, Hands on coding experience in Python & R""",Data Scientist,"Kirkland, WA",3.8,£25 to £50 million (GBP),$58K-$101K (Glassdoor Est.),Business Services,51 to 200 employees,Company - Private,58,101,79.5,Enterprise Solutions Inc,0,WA,0,20,1,0,1,0,0,1,data scientist,na,1189,0
580,Amazon Corporate LLC,-1,-1,-1,-1,"Amazon delights millions of customers around the world. Meet the behind the scenes team that enables our Human Resource and Operations Leaders to make informed decisions. The Amazon PeopleInsight team builds reporting and analytics tools for our teams that fulfill customer promise every day. Whether it is Fulfillment Center team that delivers your Prime order in two days, our Amazon Locker team that lets you pick up your package anytime that is convenient for you, our Prime Now team getting you lunch in under an hour, or one of many more, the PeopleInsight group is there providing people metrics along the employee lifecycle for our global operations businesses. The PeopleInsight team is a collaborative group of Business Analysts, Business Intelligence Engineers, Data Engineers, Data Scientists, Product Managers, and Program Managers dedicated to empowering leaders and enabling action through data and science. We deliver workforce, associate experience, and leadership insights so Amazon leaders can focus their efforts in ways that will engage, retain and grow their associates.

We are now recruiting for an exceptional Data Scientist, Worldwide Operations

The ideal candidate will be:
A Well-Rounded Athlete -Like a true athlete, you understand that we succeed or fail as a team. You are always ready to step up beyond your core responsibilities and go the extra mile for the project and your team. You nimbly overcome barriers to deliver the best products more quickly than expected.
A Perpetual Student - You seek knowledge and insight. You challenge yourself to turn moments into master's classes. Whether closing a gap, developing a new skill, or staying ahead of your industry, you revel in the joy of learning and growing.
A Skilled Communicator - You excel when interacting with business and technical partners whether you are chatting, sending a written message, or conducting a presentation.
A Trusted Advisor - You work closely with stakeholders to define key business needs and deliver on commitments. You enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format.
An Inventor at Heart - You innovate on behalf of your customer by proactively implementing improvements, enhancements, and customizations. Your customers marvel at your creative solutions to challenges they had not yet identified.
A Fearless Explorer - You are drawn to take on the hardest problems, navigate ambiguity, and battle skepticism. You never settle, even in the face of overwhelming obstacles.
Roles and Responsibilities
Success in this role will include influencing within your team and mentoring peers. The problems you will consider will be difficult to solve and often require a range of data science methodologies combined with subject matter expertise. You will need to be capable of gathering and using complex data set across domains. You will deliver artifacts on medium size projects, define the methodology, and own the analysis. Your findings will affect important business decisions. Solutions are testable and reproducible. You will create documents and share findings in line with scientific best practices for both technical and nontechnical audiences.

Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age.
Basic Qualifications
Masters with two years of experience or a Bachelors with five years of experience.
Experience in SQL, R, Python, or another scripting language; command line usage
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",Data Scientist,"Seattle, WA",-1.0,-1,$58K-$101K (Glassdoor Est.),-1,-1,-1,58,101,79.5,Amazon Corporate LLC,0,WA,0,-1,1,0,0,0,1,0,data scientist,na,4049,0
581,"Adwait Algorithm
4.4",-1,2015,"Houston, TX",IT Services,"Job Description
Title: Data Scientist

Location:Remote (SF/CT/MN/AZ/NY/WI)
Duration: 12 Months

MUST:- 2 plus years of financial services experience is a MUST

Job Responsibilities:
As an AI/NLP Data Scientist you will be responsible for building AI and Data Science models with the main focus on data extraction and insights from a form or any text corpora. You will need to rapidly prototype various algorithmic implementations and test their efficacy using appropriate experimental design and hypothesis validation.

Responsible for big data/analytics projects that gather and integrate large volumes of data. Specializes in developing and programming methods, processes, and systems to consolidate and analyze unstructured, diverse big data sources to generate insights and solutions for client services and product enhancement. Acquires data from multiple data sources to perform analysis. Implements and validates predictive models as well as create and maintain statistical models with a focus on big data. Identifies, analyzes and interprets trends or patterns in complex data to provide answers to business questions as well as provide recommendations for action. Interprets data and analyzes results using various advanced statistical techniques and tools. Presents data and analysis in a clear and concise manner allowing the audience to quickly understand the results and recommendations and make data-driven decisions. Collaborates with various partners to prioritize requests/needs and provide a holistic view of the analysis. Measures and monitors the results of applied recommendations and presents adjustments. Ensures all data acquisition, sharing and results of applied recommendations are compliant with company standards.

Basic Qualifications:
Bachelor's degree in a quantitative field such as statistics, computer science, engineering or applied mathematics, or equivalent work experience
8 plus years of relevant experience
Preferred Skills/Experience:
PhD or MS in Computer Science, Computational Linguistics, Artificial Intelligence with a heavy focus on NLP/Text mining with 5 years of relevant industry experience.
Creativity, resourcefulness, and a collaborative spirit.
Knowledge and working experience in one or more of the following areas: Natural Language Processing, Clustering, and Classifications of Text, Question Answering, Text Mining, Information Retrieval, Distributional Semantics, Knowledge Engineering, Search Rank and Recommendation.
Deep experience with text-wrangling and pre-processing skills such as document parsing and cleanup, vectorization, tokenization, language modeling, phrase detection, etc.
Proficient programming skills in a high-level language (e.g. Python, R, Java, Scala)
Being comfortable with rapid prototyping practices.
Being comfortable with developing clean, production-ready code.
Being comfortable with pre-processing unstructured or semi-structured data.
Experience with statistical data analysis, experimental design, and hypothesis validation.
Project-based experience with some of the following tools:
Natural Language Processing (e.g. Spacy, NLTK, OpenNLP or similar)
Applied Machine Learning (e.g. Scikit-learn, SparkML, H2O or similar)
Information retrieval and search engines (e.g. Elasticsearch/ELK, Solr/Lucene)
Distributed computing platforms, such as Spark, Hadoop (Hive, Hbase, Pig), GraphLab
Databases ( traditional and NoSQL)
Proficiency in traditional Machine Learning models such as LDA/topic modeling, graphical models, etc
Familiarity with Deep Learning architectures and frameworks such as Pytorch, Tensorflow, Keras",Data Scientist,"Tempe, AZ",4.4,Unknown / Non-Applicable,$58K-$101K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private,58,101,79.5,Adwait Algorithm,0,AZ,0,5,1,0,1,0,0,1,data scientist,na,3673,0
582,"NewMarket Corporation
4.2",-1,1887,"Richmond, VA",Chemical Manufacturing,"Overview

This data scientist position will utilize analytical, statistical, and programming skills to collect, analyze, and interpret large datasets. The role requires the ability to work with a variety of stakeholders and functional teams to uncover data-based insights to deliver improved business outcomes.

Responsibilities
Research, design and prototype robust and scalable models based on machine learning, data mining, and statistical modeling to answer key business problems
Build tools and support structures needed to analyze data, perform elements of data cleaning, feature selection and feature engineering and organize experiments in conjunction with best practices
Work with the data science team and business groups to ensure models can be implemented as part of a web application framework (R/Shiny)
Keep current with the latest developments in the field by continuous learning and adapting new methods relevant to the problems at hand
Qualifications

EDUCATION & EXPERIENCE MINIMUMS:
BS in Statistics, Computer Science or other related field
5+ years of experience building and deploying machine learning models
Strong skills in statistical application prototyping and engineering with expert knowledge in R development
Deep knowledge of fundamentals of machine learning, data mining and statistical predictive modeling, and extensive experience applying these methods to real world problems
Ability and inclination to work in multi-disciplinary environments, and desire to see ideas realized in practice
2+ years of experience using SQL
EDUCATION & EXPERIENCE PREFERRED:
Desired interdisciplinary skills include big data technologies, ETL, statistics and causal inference, Deep Learning, modeling and simulation
Experience with business intelligence tools such as Tableau/Shiny
Automotive, chemistry/chemical, or petroleum additive related academic background or work experience
For NewMarket or Afton employees, an appropriate combination of experiences that will support the required skill base may replace one or more of the specific experience requirements above.

SKILLS/ABILITIES:
Decision Making - Decision making in a timely manner based upon a mixture of analysis, wisdom, experience, and judgment; sometimes with incomplete information, under tight deadlines and pressure; while based upon appropriate risk and authority
Business Insight - The understanding of the basis for our business model and how that is realized in the market. The understanding of how business and operations are intimately linked. The ability to utilize information, practices & trends, affecting the business to engage and drive new strategies and tactics work in the marketplace.
Analysis and Problem Solving - Solves difficult problems with effective solutions; asks good questions and questions all likely sources for answers; can solve complex problems and recognize complex patterns; utilizing all appropriate tools to reach a robust answer.
Communication - The ability to communicate information clearly and effectively in an engaging and convincing manner.
Managing Performance - Possessing the drive and focus to achieve challenging goals.
Collaboration and Networking - The ability to work in and across Afton's organizational matrix to achieve business objectives, via engaging and rewarding interactions. Through this network provide support, exert influence. Influencing without authority.
Project Management - The ability to manage tasks and activities and achieve their completion within the agreed framework, across regional and organizational boundaries
Innovation - The openness to new ideas and the ability to generate breakthrough solutions. Can develop, seek out, critically assess and implement new and value adding concepts.
Dealing with Uncertainty - Can effectively cope with change; can shift gears comfortably; can decide and act without having the total picture; isn't upset when things are up in the air; doesn't have to finish things before moving on; can comfortably handle risk and uncertainty.
An Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to the individual's race, color, sex, national origin, religion, age, disability, genetic information, status as a military veteran or any other characteristic protected by applicable law.",Data Scientist,"Richmond, VA",4.2,£1 to £2 billion (GBP),$58K-$101K (Glassdoor Est.),Manufacturing,1001 to 5000 employees,Company - Public,58,101,79.5,NewMarket Corporation,0,VA,1,133,0,0,0,0,0,1,data scientist,na,4430,0
583,"SSATI
5.0",-1,2003,"Annapolis Junction, MD",Computer Hardware & Software,"Job Description
Data Scientist, Clearance Required – TS/SCI w/Polygraph

Please note, this position requires all candidates to currently possess an active Top-Secret SCI Clearance with a Polygraph. This position is not an opportunity to be sponsored or nominated for a government security clearance.
The Challenge:

We encode mission critical software for our partners who analyze more than 25 petabytes of data a day. We ingest millions of signals confidentially utilizing our sensible solutions that identify and respond to attacks before they are even executed. We incorporate automated tools and cutting-edge technology that saves lives and protects property of everyday people. With our technology we are looking to refine our software to more securely protect, analyze, and increase the number of petabytes we work with.
How We Meet the Challenge:

A combination of utilizing the right people and giving them the tools, resources, support, and freedom to develop effective signal processing algorithms, excellent software, and use strong intuition on what works for a scalable system.
Minimum Qualifications:
A current Top-Secret/SCI government security clearance with polygraph is required.
Demonstrated professional experience using the scripting language Python.
Demonstrated experience with machine learning.
Demonstrated professional experience with analytic methods and tools in: applied mathematics, data modeling or probability and statistics.
Demonstrated experience using advanced Microsoft Excel methods.
Demonstrated professional experience with SQL in Oracle.
Demonstrated experience presenting complex, technical findings.
Demonstrated experience working with diverse data types.
Demonstrated professional experience with version control systems, such as Github.
Demonstrated experience with data science techniques or formal data science training.

Bonus Points:

Demonstrated experience with developing data visualizations.
Demonstrated experience with creative problem solving skills to address procedural and administrative issues within the assigned problem set.
Demonstrated experience with web analytics processing and procedures.
Demonstrated familiarity with Amazon Web Services infrastructure.
Demonstrated familiarity with Amazon Web Services’ native data science capabilities.


As a Data Scientist, You Will:
Use advanced Microsoft Excel methods.
Present complex and technical findings
Work with diverse data types


Work Site: Greater Ft. Meade, MD area.

To Learn More About Our Team and Solutions, Check Out the Following:

Corporate Website: www.ssati.com
GlassDoor Page: https://www.glassdoor.com/Overview/Working-at-SSATI-EI_IE1260475.11,16.htm
Indeed Page: https://www.indeed.com/cmp/Ssati/reviews
LinkedIn Page: https://www.linkedin.com/company/ssati/
Facebook Page: https://www.facebook.com/ssati2003/
Twitter Page: https://twitter.com/ssati2003?lang=en


At Sensible Solutions and Technologies, Inc. (SSATI), we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our services, and our community. SSATI is honored to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.",Data Scientist,"McLean, VA",5.0,£10 to £25 million (GBP),$58K-$101K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private,58,101,79.5,SSATI,0,VA,0,17,1,0,0,0,1,1,data scientist,na,3431,0
